model_name;model_type;state_count;transition_count;density;input_symbol_count;output_symbol_count;has_reset;reset_reliability;reliable_reset_type;model_generation_method;conversion_method;completely_specified;method;start_timestamp;finish_timestamp;duration_real;duration_user;test_sequence_length;test_gen_mem_usage;total_mem_usage;coverage_type;desired_percent;achieved_percent;cfg_profile;cfg_profile_path;force_fsm;simulation_mode;verbosity;log_timestamps;predefined_path;graphviz_enabled;pretty_json;no_test_suite;transition_list;consider_reset_transitions;debug_mode;system_name;mod_time;bin_size;version;verdict
HomeWork;FSM;21;80;3.809524;22;28;false;NONE;NONE;CUSTOM;NOT_CONVERTED;false;Random;2024-11-03 23:15:49.5304942;2024-11-03 23:15:49.5500402;0,019546;0,020000;12671;0;0;transition;100.000000;100.000000;DEFAULT;config_files/default_profile.json;false;false;3;false;false;false;true;false;false;NO;false;DEFAULT_SYSTEM_NAME;0;0;3.5.4--R4: Belted kingfisher;OK
HomeWork;FSM;21;80;3.809524;22;28;false;NONE;NONE;CUSTOM;NOT_CONVERTED;false;Random;2024-11-03 23:17:15.4169262;2024-11-03 23:17:15.4172323;0,0003061;0,000000;98;0;0;transition;50.000000;50.000000;DEFAULT;config_files/default_profile.json;false;false;3;false;false;false;true;false;false;NO;false;DEFAULT_SYSTEM_NAME;0;0;3.5.4--R4: Belted kingfisher;OK
HomeWork;FSM;21;80;3.809524;22;28;false;NONE;NONE;CUSTOM;NOT_CONVERTED;false;Random;2024-11-03 23:17:38.6199715;2024-11-03 23:17:38.6212553;0,0012838;0,002000;746;0;0;transition;80.000000;80.000000;DEFAULT;config_files/default_profile.json;false;false;3;false;false;false;true;false;false;NO;false;DEFAULT_SYSTEM_NAME;0;0;3.5.4--R4: Belted kingfisher;OK
HomeWork;FSM;21;80;3.809524;22;28;false;NONE;NONE;CUSTOM;NOT_CONVERTED;false;Random;2024-11-03 23:44:58.8533291;2024-11-03 23:44:58.8890933;0,0357642;0,036000;23295;0;0;transition;100.000000;100.000000;DEFAULT;config_files/default_profile.json;false;false;3;false;false;false;true;false;false;NO;false;DEFAULT_SYSTEM_NAME;0;0;3.5.4--R4: Belted kingfisher;OK
HomeWork;FSM;21;80;3.809524;22;28;false;NONE;NONE;CUSTOM;NOT_CONVERTED;false;Random;2024-11-03 23:45:02.2804008;2024-11-03 23:45:02.2806920;0,0002912;0,000000;93;0;0;transition;50.000000;50.000000;DEFAULT;config_files/default_profile.json;false;false;3;false;false;false;true;false;false;NO;false;DEFAULT_SYSTEM_NAME;0;0;3.5.4--R4: Belted kingfisher;OK
HomeWork;FSM;21;80;3.809524;22;28;false;NONE;NONE;CUSTOM;NOT_CONVERTED;false;Random;2024-11-03 23:45:10.4895422;2024-11-03 23:45:10.4918151;0,0022729;0,002000;1428;0;0;transition;80.000000;80.000000;DEFAULT;config_files/default_profile.json;false;false;3;false;false;false;true;false;false;NO;false;DEFAULT_SYSTEM_NAME;0;0;3.5.4--R4: Belted kingfisher;OK
