model_name;model_type;state_count;transition_count;density;input_symbol_count;output_symbol_count;has_reset;reset_reliability;reliable_reset_type;model_generation_method;conversion_method;completely_specified;method;start_timestamp;finish_timestamp;duration_real;duration_user;test_sequence_length;test_gen_mem_usage;total_mem_usage;og_at_path_size;og_tsp_path_size;st_at_path_size;st_tsp_path_size;cst_at_path_size;cst_tsp_path_size;extra_at_paths_size;extra_tsp_paths_size;non_disjunct_transition_count;total_disjointedness_reached;total_disjointedness_reached_iteration_num;final_iteration_num;ats_depth;cfg_profile;cfg_profile_path;force_fsm;simulation_mode;verbosity;log_timestamps;predefined_path;graphviz_enabled;pretty_json;no_test_suite;transition_list;consider_reset_transitions;debug_mode;system_name;mod_time;bin_size;version;verdict
HomeWork;FSM;21;80;3.809524;22;28;false;NONE;NONE;CUSTOM;NOT_CONVERTED;false;ATS;2024-11-03 23:49:46.6045611;2024-11-03 23:49:46.6237452;0,0191841;0,019000;452;0;0;152;33;65;41;127;34;0;0;23;0;-1;0;0;DEFAULT;config_files/default_profile.json;false;false;3;false;false;false;true;false;false;NO;false;DEFAULT_SYSTEM_NAME;0;0;3.5.4--R4: Belted kingfisher;OK
